match_id,ID,first name,last name,team_name,minute_label,going_off,coming_on
M-2022-33,P-96697,Nampalys,Mendy,Senegal,74',0,1
M-2022-33,P-33622,Boulaye,Dia,Senegal,90'+5',1,0
M-2022-33,P-90626,Pape Abou,Cissé,Senegal,90'+5',0,1
M-2022-34,P-27540,Memphis,Depay,Netherlands,66',1,0
M-2022-34,P-42078,Davy,Klaassen,Netherlands,66',1,0
M-2022-34,P-10326,Steven,Berghuis,Netherlands,66',0,1
M-2022-34,P-57087,Vincent,Janssen,Netherlands,66',0,1
M-2022-34,P-28911,Cody,Gakpo,Netherlands,82',1,0
M-2022-34,P-55965,Marten,de Roon,Netherlands,82',1,0
M-2022-34,P-35705,Teun,Koopmeiners,Netherlands,82',0,1
M-2022-34,P-95036,Wout,Weghorst,Netherlands,82',0,1
M-2022-34,P-17688,Frenkie,de Jong,Netherlands,86',1,0
M-2022-34,P-95763,Kenneth,Taylor,Netherlands,86',0,1
M-2022-34,P-38732,Hassan,Al-Haydos,Qatar,64',1,0
M-2022-34,P-01930,Almoez,Ali,Qatar,64',1,0
M-2022-34,P-63532,Assim,Madibo,Qatar,64',1,0
M-2022-34,P-51678,Ali,Assadalla,Qatar,64',0,1
M-2022-34,P-95754,Karim,Boudiaf,Qatar,64',0,1
M-2022-34,P-17048,Mohammed,Muntari,Qatar,64',0,1
M-2022-34,P-97800,Abdulaziz,Hatem,Qatar,85',1,0
M-2022-34,P-01077,Ismaeel,Mohammad,Qatar,85',1,0
M-2022-34,P-57100,Ahmed,Alaaeldin,Qatar,85',0,1
M-2022-34,P-32949,Musab,Kheder,Qatar,85',0,1
M-2022-35,P-74098,Milad,Mohammadi,Iran,45'+2',1,0
M-2022-35,P-68842,Ali,Karimi,Iran,45'+2',0,1
M-2022-35,P-09113,Sardar,Azmoun,Iran,46',1,0
M-2022-35,P-87786,Saman,Ghoddos,Iran,46',0,1
M-2022-35,P-75785,Ehsan,Hajsafi,Iran,71',1,0
M-2022-35,P-42215,Ahmad,Nourollahi,Iran,71',1,0
M-2022-35,P-62858,Abolfazl,Jalali,Iran,71',0,1
M-2022-35,P-04541,Mehdi,Torabi,Iran,71',0,1
M-2022-35,P-45653,Ali,Gholizadeh,Iran,77',1,0
M-2022-35,P-53957,Karim,Ansarifard,Iran,77',0,1
M-2022-35,P-11737,Christian,Pulisic,United States,46',1,0
M-2022-35,P-03484,Brenden,Aaronson,United States,46',0,1
M-2022-35,P-68952,Weston,McKennie,United States,65',1,0
M-2022-35,P-86410,Kellyn,Acosta,United States,65',0,1
M-2022-35,P-94647,Josh,Sargent,United States,77',1,0
M-2022-35,P-68131,Haji,Wright,United States,77',0,1
M-2022-35,P-89452,Sergiño,Dest,United States,82',1,0
M-2022-35,P-30252,Timothy,Weah,United States,82',1,0
M-2022-35,P-48265,Shaq,Moore,United States,82',0,1
M-2022-35,P-57029,Walker,Zimmerman,United States,82',0,1
M-2022-36,P-58924,Harry,Kane,England,57',1,0
M-2022-36,P-84787,Declan,Rice,England,57',1,0
M-2022-36,P-74071,Kyle,Walker,England,57',1,0
M-2022-36,P-05318,Trent,Alexander-Arnold,England,57',0,1
M-2022-36,P-43567,Kalvin,Phillips,England,57',0,1
M-2022-36,P-22844,Callum,Wilson,England,57',0,1
M-2022-36,P-36400,Luke,Shaw,England,65',1,0
M-2022-36,P-25937,Kieran,Trippier,England,65',0,1
M-2022-36,P-59837,Marcus,Rashford,England,75',1,0
M-2022-36,P-21153,Jack,Grealish,England,75',0,1
M-2022-36,P-87190,Neco,Williams,Wales,36',1,0
M-2022-36,P-56503,Connor,Roberts,Wales,36',0,1
M-2022-36,P-63927,Gareth,Bale,Wales,46',1,0
M-2022-36,P-57098,Brennan,Johnson,Wales,46',0,1
M-2022-36,P-41198,Ben,Davies,Wales,57',1,0
M-2022-36,P-69082,Joe,Morrell,Wales,57',0,1
M-2022-36,P-74707,Daniel,James,Wales,77',1,0
M-2022-36,P-94779,Harry,Wilson,Wales,77',0,1
M-2022-36,P-92761,Joe,Allen,Wales,81',1,0
M-2022-36,P-07137,Rubin,Colwill,Wales,81',0,1
M-2022-37,P-82010,Craig,Goodwin,Australia,46',1,0
M-2022-37,P-27035,Keanu,Baccus,Australia,46',0,1
M-2022-37,P-51406,Riley,McGree,Australia,74',1,0
M-2022-37,P-97422,Bailey,Wright,Australia,74',0,1
M-2022-37,P-91029,Mitchell,Duke,Australia,82',1,0
M-2022-37,P-20087,Jamie,Maclaren,Australia,82',0,1
M-2022-37,P-35837,Mathew,Leckie,Australia,89',1,0
M-2022-37,P-82945,Ajdin,Hrustic,Australia,89',0,1
M-2022-37,P-82877,Rasmus,Kristensen,Denmark,46',1,0
M-2022-37,P-92135,Alexander,Bah,Denmark,46',0,1
M-2022-37,P-85579,Martin,Braithwaite,Denmark,59',1,0
M-2022-37,P-26593,Mathias,Jensen,Denmark,59',1,0
M-2022-37,P-57782,Mikkel,Damsgaard,Denmark,59',0,1
M-2022-37,P-72592,Kasper,Dolberg,Denmark,59',0,1
M-2022-37,P-39995,Joakim,Mæhle,Denmark,69',1,0
M-2022-37,P-82313,Andreas Skov,Olsen,Denmark,69',1,0
M-2022-37,P-29053,Andreas,Cornelius,Denmark,69',0,1
M-2022-37,P-76468,Robert,Skov,Denmark,69',0,1
M-2022-38,P-06614,Kingsley,Coman,France,63',1,0
M-2022-38,P-42326,Raphaël,Varane,France,63',1,0
M-2022-38,P-00465,Jordan,Veretout,France,63',1,0
M-2022-38,P-64077,Kylian,Mbappé,France,63',0,1
M-2022-38,P-57401,Adrien,Rabiot,France,63',0,1
M-2022-38,P-07089,William,Saliba,France,63',0,1
M-2022-38,P-23304,Youssouf,Fofana,France,73',1,0
M-2022-38,P-90908,Antoine,Griezmann,France,73',0,1
M-2022-38,P-32431,Matteo,Guendouzi,France,79',1,0
M-2022-38,P-97778,Ousmane,Dembélé,France,79',0,1
M-2022-38,P-42223,Wahbi,Khazri,Tunisia,60',1,0
M-2022-38,P-11346,Issam,Jebali,Tunisia,60',0,1
M-2022-38,P-42575,Mohamed Ali,Ben Romdhane,Tunisia,74',1,0
M-2022-38,P-09569,Ghailene,Chaalali,Tunisia,74',0,1
M-2022-38,P-45680,Anis,Ben Slimane,Tunisia,83',1,0
M-2022-38,P-64924,Ali,Abdi,Tunisia,83',0,1
M-2022-39,P-73712,Marcos,Acuña,Argentina,59',1,0
M-2022-39,P-42113,Ángel,Di María,Argentina,59',1,0
M-2022-39,P-27582,Leandro,Paredes,Argentina,59',0,1
M-2022-39,P-35173,Nicolás,Tagliafico,Argentina,59',0,1
M-2022-39,P-10739,Enzo,Fernández,Argentina,79',1,0
M-2022-39,P-19776,Julián,Álvarez,Argentina,79',1,0
M-2022-39,P-81505,Lautaro,Martínez,Argentina,79',0,1
M-2022-39,P-29298,Germán,Pezzella,Argentina,79',0,1
M-2022-39,P-71343,Alexis,Mac Allister,Argentina,83',1,0
M-2022-39,P-56659,Thiago,Almada,Argentina,83',0,1
M-2022-39,P-23437,Przemyslaw,Frankowski,Poland,46',1,0
M-2022-39,P-85630,Karol,Swiderski,Poland,46',1,0
M-2022-39,P-83610,Jakub,Kaminski,Poland,46',0,1
M-2022-39,P-02071,Michal,Skóras,Poland,46',0,1
M-2022-39,P-14593,Krystian,Bielik,Poland,62',1,0
M-2022-39,P-44699,Damian,Szymanski,Poland,62',0,1
M-2022-39,P-42160,Bartosz,Bereszynski,Poland,72',1,0
M-2022-39,P-61813,Artur,Jedrzejczyk,Poland,72',0,1
M-2022-39,P-45449,Grzegorz,Krychowiak,Poland,83',1,0
M-2022-39,P-11013,Krzysztof,Piatek,Poland,83',0,1
M-2022-40,P-64182,Alexis,Vega,Mexico,46',1,0
M-2022-40,P-81433,Uriel,Antuna,Mexico,46',0,1
M-2022-40,P-49482,Henry,Martín,Mexico,77',1,0
M-2022-40,P-95198,Orbelín,Pineda,Mexico,77',1,0
M-2022-40,P-57865,Raúl,Jiménez,Mexico,77',0,1
M-2022-40,P-19618,Carlos,Rodríguez,Mexico,77',0,1
M-2022-40,P-24062,Jorge,Sánchez,Mexico,86',1,0
M-2022-40,P-26546,Edson,Álvarez,Mexico,86',1,0
M-2022-40,P-51689,Rogelio,Funes Mori,Mexico,86',0,1
M-2022-40,P-09058,Kevin,Álvarez,Mexico,86',0,1
M-2022-40,P-87284,Ali,Al-Bulaihi,Saudi Arabia,37',1,0
M-2022-40,P-06750,Riyadh,Sharahili,Saudi Arabia,37',0,1
M-2022-40,P-45413,Ali,Al-Hassan,Saudi Arabia,46',1,0
M-2022-40,P-20388,Abdullah,Madu,Saudi Arabia,46',0,1
M-2022-40,P-37308,Saleh,Al-Shehri,Saudi Arabia,62',1,0
M-2022-40,P-45581,Abdulrahman,Al-Aboud,Saudi Arabia,62',0,1
M-2022-40,P-06789,Sultan,Al-Ghannam,Saudi Arabia,88',1,0
M-2022-40,P-84563,Hattan,Bahebri,Saudi Arabia,88',0,1
M-2022-41,P-55821,Sam,Adekugbe,Canada,60',1,0
M-2022-41,P-72399,Mark-Anthony,Kaye,Canada,60',1,0
M-2022-41,P-01925,Cyle,Larin,Canada,60',1,0
M-2022-41,P-48340,Jonathan,David,Canada,60',0,1
M-2022-41,P-03472,Atiba,Hutchinson,Canada,60',0,1
M-2022-41,P-85670,Ismaël,Koné,Canada,60',0,1
M-2022-41,P-27541,Jonathan,Osorio,Canada,65',1,0
M-2022-41,P-42390,Richie,Laryea,Canada,65',0,1
M-2022-41,P-35706,Junior,Hoilett,Canada,76',1,0
M-2022-41,P-49915,David,Wotherspoon,Canada,76',0,1
M-2022-41,P-59033,Sofiane,Boufal,Morocco,65',1,0
M-2022-41,P-05265,Abdelhamid,Sabiri,Morocco,65',1,0
M-2022-41,P-48295,Zakaria,Aboukhlal,Morocco,65',0,1
M-2022-41,P-23330,Selim,Amallah,Morocco,65',0,1
M-2022-41,P-40619,Azzedine,Ounahi,Morocco,76',1,0
M-2022-41,P-70715,Hakim,Ziyech,Morocco,76',1,0
M-2022-41,P-14026,Jawad,El Yamiq,Morocco,76',0,1
M-2022-41,P-90423,Abderrazak,Hamdallah,Morocco,76',0,1
M-2022-41,P-45288,Achraf,Hakimi,Morocco,85',1,0
M-2022-41,P-86644,Yahya,Jabrane,Morocco,85',0,1
M-2022-42,P-84852,Dries,Mertens,Belgium,46',1,0
M-2022-42,P-72637,Romelu,Lukaku,Belgium,46',0,1
M-2022-42,P-95312,Leandro,Trossard,Belgium,59',1,0
M-2022-42,P-74337,Thorgan,Hazard,Belgium,59',0,1
M-2022-42,P-06338,Yannick,Carrasco,Belgium,72',1,0
M-2022-42,P-73834,Leander,Dendoncker,Belgium,72',1,0
M-2022-42,P-29578,Jérémy,Doku,Belgium,72',0,1
M-2022-42,P-47906,Youri,Tielemans,Belgium,72',0,1
M-2022-42,P-22930,Thomas,Meunier,Belgium,87',1,0
M-2022-42,P-72011,Eden,Hazard,Belgium,87',0,1
M-2022-42,P-65182,Andrej,Kramaric,Croatia,64',1,0
M-2022-42,P-31643,Marko,Livaja,Croatia,64',1,0
M-2022-42,P-89948,Mario,Pašalic,Croatia,64',0,1
M-2022-42,P-46461,Bruno,Petkovic,Croatia,64',0,1
M-2022-42,P-07670,Mateo,Kovacic,Croatia,90'+2',1,0
M-2022-42,P-64353,Lovro,Majer,Croatia,90'+2',0,1
M-2022-43,P-44957,Brandon,Aguilera,Costa Rica,46',1,0
M-2022-43,P-32622,Youstin,Salas,Costa Rica,46',0,1
M-2022-43,P-80986,Keysher,Fuller,Costa Rica,74',1,0
M-2022-43,P-58669,Johan,Venegas,Costa Rica,74',1,0
M-2022-43,P-09889,Jewison,Bennette,Costa Rica,74',0,1
M-2022-43,P-37189,Rónald,Matarrita,Costa Rica,74',0,1
M-2022-43,P-10740,Bryan,Oviedo,Costa Rica,90'+3',1,0
M-2022-43,P-24978,Yeltsin,Tejeda,Costa Rica,90'+3',1,0
M-2022-43,P-02556,Anthony,Contreras,Costa Rica,90'+3',0,1
M-2022-43,P-23993,Roan,Wilson,Costa Rica,90'+3',0,1
M-2022-43,P-79409,Leon,Goretzka,Germany,46',1,0
M-2022-43,P-89863,Lukas,Klostermann,Germany,46',0,1
M-2022-43,P-08896,Ilkay,Gündogan,Germany,55',1,0
M-2022-43,P-46246,Niclas,Füllkrug,Germany,55',0,1
M-2022-43,P-28154,Thomas,Müller,Germany,66',1,0
M-2022-43,P-20804,David,Raum,Germany,66',1,0
M-2022-43,P-63673,Mario,Götze,Germany,66',0,1
M-2022-43,P-77743,Kai,Havertz,Germany,66',0,1
M-2022-43,P-48737,Niklas,Süle,Germany,90'+3',1,0
M-2022-43,P-36126,Matthias,Ginter,Germany,90'+3',0,1
M-2022-44,P-39942,Takefusa,Kubo,Japan,46',1,0
M-2022-44,P-26303,Yuto,Nagatomo,Japan,46',1,0
M-2022-44,P-58907,Ritsu,Doan,Japan,46',0,1
M-2022-44,P-22633,Kaoru,Mitoma,Japan,46',0,1
M-2022-44,P-30206,Daizen,Maeda,Japan,62',1,0
M-2022-44,P-46913,Takuma,Asano,Japan,62',0,1
M-2022-44,P-62952,Daichi,Kamada,Japan,68',1,0
M-2022-44,P-68429,Takehiro,Tomiyasu,Japan,68',0,1
M-2022-44,P-82447,Ao,Tanaka,Japan,87',1,0
M-2022-44,P-53282,Wataru,Endo,Japan,87',0,1
M-2022-44,P-60716,César,Azpilicueta,Spain,46',1,0
M-2022-44,P-71071,Dani,Carvajal,Spain,46',0,1
M-2022-44,P-29274,Álvaro,Morata,Spain,57',1,0
M-2022-44,P-68218,Nico,Williams,Spain,57',1,0
M-2022-44,P-09400,Marco,Asensio,Spain,57',0,1
M-2022-44,P-31301,Ferran,Torres,Spain,57',0,1
M-2022-44,P-49008,Alejandro,Balde,Spain,68',1,0
M-2022-44,P-88433,not applicable,Gavi,Spain,68',1,0
M-2022-44,P-01416,Jordi,Alba,Spain,68',0,1
M-2022-44,P-33854,Ansu,Fati,Spain,68',0,1
M-2022-45,P-01945,André,Ayew,Ghana,46',1,0
M-2022-45,P-31765,Jordan,Ayew,Ghana,46',1,0
M-2022-45,P-72363,Osman,Bukari,Ghana,46',0,1
M-2022-45,P-33325,Kamaldeen,Sulemana,Ghana,46',0,1
M-2022-45,P-21820,Salis,Abdul Samed,Ghana,72',1,0
M-2022-45,P-53967,Iñaki,Williams,Ghana,72',1,0
M-2022-45,P-92252,Daniel-Kofi,Kyereh,Ghana,72',0,1
M-2022-45,P-14179,Antoine,Semenyo,Ghana,72',0,1
M-2022-45,P-23821,Mohammed,Kudus,Ghana,90'+8',1,0
M-2022-45,P-62854,Abdul Fatawu,Issahaku,Ghana,90'+8',0,1
M-2022-45,P-58791,Rodrigo,Bentancur,Uruguay,34',1,0
M-2022-45,P-46785,Matías,Vecino,Uruguay,34',0,1
M-2022-45,P-95062,Facundo,Pellistri,Uruguay,66',1,0
M-2022-45,P-30486,Luis,Suárez,Uruguay,66',1,0
M-2022-45,P-59138,Edinson,Cavani,Uruguay,66',0,1
M-2022-45,P-86878,Nicolás,de la Cruz,Uruguay,66',0,1
M-2022-45,P-62594,Giorgian,De Arrascaeta,Uruguay,80',1,0
M-2022-45,P-18885,Darwin,Núñez,Uruguay,80',1,0
M-2022-45,P-24667,Agustín,Canobbio,Uruguay,80',0,1
M-2022-45,P-70671,Maxi,Gómez,Uruguay,80',0,1
M-2022-46,P-22983,Rúben,Neves,Portugal,65',1,0
M-2022-46,P-57759,Matheus,Nunes,Portugal,65',1,0
M-2022-46,P-70442,Cristiano,Ronaldo,Portugal,65',1,0
M-2022-46,P-27349,Rafael,Leão,Portugal,65',0,1
M-2022-46,P-46583,João,Palhinha,Portugal,65',0,1
M-2022-46,P-33280,André,Silva,Portugal,65',0,1
M-2022-46,P-31133,João,Mário,Portugal,81',1,0
M-2022-46,P-89266,not applicable,Vitinha,Portugal,81',1,0
M-2022-46,P-44689,William,Carvalho,Portugal,81',0,1
M-2022-46,P-34205,Bernardo,Silva,Portugal,81',0,1
M-2022-46,P-93920,Jae-sung,Lee,South Korea,65',1,0
M-2022-46,P-58692,Hee-chan,Hwang,South Korea,65',0,1
M-2022-46,P-87514,Lee,Kang-in,South Korea,81',1,0
M-2022-46,P-07259,Young-gwon,Kim,South Korea,81',1,0
M-2022-46,P-61172,Son,Jun-ho,South Korea,81',0,1
M-2022-46,P-92710,Hwang,Ui-jo,South Korea,81',0,1
M-2022-46,P-87169,Cho,Gue-sung,South Korea,90'+3',1,0
M-2022-46,P-05917,Cho,Yu-min,South Korea,90'+3',0,1
M-2022-47,P-74941,not applicable,Fred,Brazil,54',1,0
M-2022-47,P-06446,not applicable,Rodrygo,Brazil,54',1,0
M-2022-47,P-26953,Alex,Telles,Brazil,54',1,0
M-2022-47,P-74688,Bruno,Guimarães,Brazil,54',0,1
M-2022-47,P-76060,not applicable,Marquinhos,Brazil,54',0,1
M-2022-47,P-42740,Éverton,Ribeiro,Brazil,54',0,1
M-2022-47,P-92004,Gabriel,Jesus,Brazil,64',1,0
M-2022-47,P-15197,not applicable,Pedro,Brazil,64',0,1
M-2022-47,P-37860,not applicable,Antony,Brazil,79',1,0
M-2022-47,P-83169,not applicable,Raphinha,Brazil,79',0,1
M-2022-47,P-39394,Bryan,Mbeumo,Cameroon,64',1,0
M-2022-47,P-20259,Karl,Toko Ekambi,Cameroon,64',0,1
M-2022-47,P-29115,Pierre,Kunde,Cameroon,68',1,0
M-2022-47,P-62618,Olivier,Ntcham,Cameroon,68',0,1
M-2022-47,P-27913,Moumi,Ngamaleu,Cameroon,86',1,0
M-2022-47,P-32773,Jerome,Ngom Mbekeli,Cameroon,86',0,1
M-2022-48,P-30283,Miloš,Veljkovic,Serbia,55',1,0
M-2022-48,P-63293,Dušan,Vlahovic,Serbia,55',1,0
M-2022-48,P-24610,Nemanja,Gudelj,Serbia,55',0,1
M-2022-48,P-62033,Luka,Jovic,Serbia,55',0,1
M-2022-48,P-27744,Sergej,Milinkovic-Savic,Serbia,68',1,0
M-2022-48,P-89598,Nemanja,Maksimovic,Serbia,68',0,1
M-2022-48,P-33390,Dušan,Tadic,Serbia,78',1,0
M-2022-48,P-58363,Andrija,Živkovic,Serbia,78',1,0
M-2022-48,P-79900,Nemanja,Radonjic,Serbia,78',0,1
M-2022-48,P-79754,Filip,Ðuricic,Serbia,78',0,1
M-2022-48,P-39460,Xherdan,Shaqiri,Switzerland,69',1,0
M-2022-48,P-11878,Djibril,Sow,Switzerland,69',1,0
M-2022-48,P-29932,Edimilson,Fernandes,Switzerland,69',0,1
M-2022-48,P-83560,Denis,Zakaria,Switzerland,69',0,1
M-2022-48,P-85823,Ruben,Vargas,Switzerland,83',1,0
M-2022-48,P-71875,Christian,Fassnacht,Switzerland,83',0,1
M-2022-48,P-19075,Breel,Embolo,Switzerland,90'+6',1,0
M-2022-48,P-85577,Noah,Okafor,Switzerland,90'+6',0,1
M-2022-49,P-42078,Davy,Klaassen,Netherlands,46',1,0
M-2022-49,P-55965,Marten,de Roon,Netherlands,46',1,0
M-2022-49,P-44799,Steven,Bergwijn,Netherlands,46',0,1
M-2022-49,P-35705,Teun,Koopmeiners,Netherlands,46',0,1
M-2022-49,P-27540,Memphis,Depay,Netherlands,83',1,0
M-2022-49,P-34458,Xavi,Simons,Netherlands,83',0,1
M-2022-49,P-64438,Nathan,Aké,Netherlands,90'+3',1,0
M-2022-49,P-28911,Cody,Gakpo,Netherlands,90'+3',1,0
M-2022-49,P-95036,Wout,Weghorst,Netherlands,90'+3',0,1
M-2022-49,P-73572,Matthijs,de Ligt,Netherlands,90'+3',0,1
M-2022-49,P-34132,Jesús,Ferreira,United States,46',1,0
M-2022-49,P-85878,Giovanni,Reyna,United States,46',0,1
M-2022-49,P-68952,Weston,McKennie,United States,67',1,0
M-2022-49,P-30252,Timothy,Weah,United States,67',1,0
M-2022-49,P-03484,Brenden,Aaronson,United States,67',0,1
M-2022-49,P-68131,Haji,Wright,United States,67',0,1
M-2022-49,P-89452,Sergiño,Dest,United States,75',1,0
M-2022-49,P-95273,DeAndre,Yedlin,United States,75',0,1
M-2022-49,P-70867,Antonee,Robinson,United States,90'+2',1,0
M-2022-49,P-77402,Jordan,Morris,United States,90'+2',0,1
M-2022-50,P-10231,Papu,Gómez,Argentina,50',1,0
M-2022-50,P-23070,Lisandro,Martínez,Argentina,50',0,1
M-2022-50,P-73712,Marcos,Acuña,Argentina,71',1,0
M-2022-50,P-19776,Julián,Álvarez,Argentina,71',1,0
M-2022-50,P-81505,Lautaro,Martínez,Argentina,71',0,1
M-2022-50,P-35173,Nicolás,Tagliafico,Argentina,71',0,1
M-2022-50,P-71343,Alexis,Mac Allister,Argentina,80',1,0
M-2022-50,P-84430,Nahuel,Molina,Argentina,80',1,0
M-2022-50,P-91431,Gonzalo,Montiel,Argentina,80',0,1
M-2022-50,P-40147,Exequiel,Palacios,Argentina,80',0,1
M-2022-50,P-27035,Keanu,Baccus,Australia,58',1,0
M-2022-50,P-51406,Riley,McGree,Australia,58',1,0
M-2022-50,P-82010,Craig,Goodwin,Australia,58',0,1
M-2022-50,P-82945,Ajdin,Hrustic,Australia,58',0,1
M-2022-50,P-59727,Miloš,Degenek,Australia,71',1,0
M-2022-50,P-91029,Mitchell,Duke,Australia,71',1,0
M-2022-50,P-35837,Mathew,Leckie,Australia,71',1,0
M-2022-50,P-24134,Fran,Karacic,Australia,71',0,1
M-2022-50,P-05864,Garang,Kuol,Australia,71',0,1
M-2022-50,P-20087,Jamie,Maclaren,Australia,71',0,1
M-2022-51,P-54517,Aurélien,Tchouaméni,France,66',1,0
M-2022-51,P-23304,Youssouf,Fofana,France,66',0,1
M-2022-51,P-97778,Ousmane,Dembélé,France,76',1,0
M-2022-51,P-89750,Olivier,Giroud,France,76',1,0
M-2022-51,P-06614,Kingsley,Coman,France,76',0,1
M-2022-51,P-13613,Marcus,Thuram,France,76',0,1
M-2022-51,P-78484,Jules,Koundé,France,90'+2',1,0
M-2022-51,P-91324,Axel,Disasi,France,90'+2',0,1
M-2022-51,P-65512,Sebastian,Szymanski,Poland,64',1,0
M-2022-51,P-12381,Arkadiusz,Milik,Poland,64',0,1
M-2022-51,P-83610,Jakub,Kaminski,Poland,71',1,0
M-2022-51,P-45449,Grzegorz,Krychowiak,Poland,71',1,0
M-2022-51,P-14593,Krystian,Bielik,Poland,71',0,1
M-2022-51,P-40498,Nicola,Zalewski,Poland,71',0,1
M-2022-51,P-23437,Przemyslaw,Frankowski,Poland,87',1,0
M-2022-51,P-44780,Jakub,Kiwior,Poland,87',1,0
M-2022-51,P-10172,Jan,Bednarek,Poland,87',0,1
M-2022-51,P-64261,Kamil,Grosicki,Poland,87',0,1
M-2022-52,P-10501,Phil,Foden,England,65',1,0
M-2022-52,P-76842,Bukayo,Saka,England,65',1,0
M-2022-52,P-21153,Jack,Grealish,England,65',0,1
M-2022-52,P-59837,Marcus,Rashford,England,65',0,1
M-2022-52,P-15674,Jude,Bellingham,England,76',1,0
M-2022-52,P-92628,John,Stones,England,76',1,0
M-2022-52,P-31219,Eric,Dier,England,76',0,1
M-2022-52,P-90012,Mason,Mount,England,76',0,1
M-2022-52,P-08169,Jordan,Henderson,England,82',1,0
M-2022-52,P-43567,Kalvin,Phillips,England,82',0,1
M-2022-52,P-61416,Pathé,Ciss,Senegal,46',1,0
M-2022-52,P-09292,Krépin,Diatta,Senegal,46',1,0
M-2022-52,P-33958,Iliman,Ndiaye,Senegal,46',1,0
M-2022-52,P-88928,Bamba,Dieng,Senegal,46',0,1
M-2022-52,P-45280,Pape,Gueye,Senegal,46',0,1
M-2022-52,P-76835,Pape Matar,Sarr,Senegal,46',0,1
M-2022-52,P-33622,Boulaye,Dia,Senegal,72',1,0
M-2022-52,P-27280,Famara,Diédhiou,Senegal,72',0,1
M-2022-52,P-54506,Ismail,Jakobs,Senegal,84',1,0
M-2022-52,P-86095,Fodé,Ballo-Touré,Senegal,84',0,1
M-2022-53,P-99461,Ante,Budimir,Croatia,106',1,0
M-2022-53,P-93884,Ivan,Perišic,Croatia,106',1,0
M-2022-53,P-31643,Marko,Livaja,Croatia,106',0,1
M-2022-53,P-26942,Mislav,Oršic,Croatia,106',0,1
M-2022-53,P-46461,Bruno,Petkovic,Croatia,62',1,0
M-2022-53,P-99461,Ante,Budimir,Croatia,62',0,1
M-2022-53,P-65182,Andrej,Kramaric,Croatia,68',1,0
M-2022-53,P-89948,Mario,Pašalic,Croatia,68',0,1
M-2022-53,P-07670,Mateo,Kovacic,Croatia,99',1,0
M-2022-53,P-29491,Luka,Modric,Croatia,99',1,0
M-2022-53,P-64353,Lovro,Majer,Croatia,99',0,1
M-2022-53,P-22160,Nikola,Vlašic,Croatia,99',0,1
M-2022-53,P-75751,Hidemasa,Morita,Japan,106',1,0
M-2022-53,P-82447,Ao,Tanaka,Japan,106',0,1
M-2022-53,P-30206,Daizen,Maeda,Japan,64',1,0
M-2022-53,P-26303,Yuto,Nagatomo,Japan,64',1,0
M-2022-53,P-46913,Takuma,Asano,Japan,64',0,1
M-2022-53,P-22633,Kaoru,Mitoma,Japan,64',0,1
M-2022-53,P-62952,Daichi,Kamada,Japan,75',1,0
M-2022-53,P-56398,Hiroki,Sakai,Japan,75',0,1
M-2022-53,P-58907,Ritsu,Doan,Japan,87',1,0
M-2022-53,P-05559,Takumi,Minamino,Japan,87',0,1
M-2022-54,P-55590,Éder,Militão,Brazil,63',1,0
M-2022-54,P-09441,Dani,Alves,Brazil,63',0,1
M-2022-54,P-40137,not applicable,Danilo,Brazil,72',1,0
M-2022-54,P-92812,Vinícius,Júnior,Brazil,72',1,0
M-2022-54,P-14060,not applicable,Bremer,Brazil,72',0,1
M-2022-54,P-70483,Gabriel,Martinelli,Brazil,72',0,1
M-2022-54,P-21531,not applicable,Alisson,Brazil,80',1,0
M-2022-54,P-87008,not applicable,Neymar,Brazil,80',1,0
M-2022-54,P-06446,not applicable,Rodrygo,Brazil,80',0,1
M-2022-54,P-66020,not applicable,Weverton,Brazil,80',0,1
M-2022-54,P-82889,Kim,Jin-su,South Korea,46',1,0
M-2022-54,P-64292,Woo-young,Jung,South Korea,46',1,0
M-2022-54,P-91889,Chul,Hong,South Korea,46',0,1
M-2022-54,P-61172,Son,Jun-ho,South Korea,46',0,1
M-2022-54,P-67516,Hwang,In-beom,South Korea,65',1,0
M-2022-54,P-32599,Paik,Seung-ho,South Korea,65',0,1
M-2022-54,P-93920,Jae-sung,Lee,South Korea,74',1,0
M-2022-54,P-87514,Lee,Kang-in,South Korea,74',0,1
M-2022-54,P-87169,Cho,Gue-sung,South Korea,80',1,0
M-2022-54,P-92710,Hwang,Ui-jo,South Korea,80',0,1
M-2022-55,P-40619,Azzedine,Ounahi,Morocco,120',1,0
M-2022-55,P-00597,Badr,Benoun,Morocco,120',0,1
M-2022-55,P-59033,Sofiane,Boufal,Morocco,66',1,0
M-2022-55,P-21052,Abde,Ezzalzouli,Morocco,66',0,1
M-2022-55,P-23330,Selim,Amallah,Morocco,82',1,0
M-2022-55,P-42517,Youssef,En-Nesyri,Morocco,82',1,0
M-2022-55,P-09614,Noussair,Mazraoui,Morocco,82',1,0
M-2022-55,P-91543,Yahia,Attiyat Allah,Morocco,82',0,1
M-2022-55,P-05216,Walid,Cheddira,Morocco,82',0,1
M-2022-55,P-05265,Abdelhamid,Sabiri,Morocco,82',0,1
M-2022-55,P-47490,Nayef,Aguerd,Morocco,84',1,0
M-2022-55,P-14026,Jawad,El Yamiq,Morocco,84',0,1
M-2022-55,P-68218,Nico,Williams,Spain,118',1,0
M-2022-55,P-81427,Pablo,Sarabia,Spain,118',0,1
M-2022-55,P-09400,Marco,Asensio,Spain,63',1,0
