pa_id,player_id,match_id
PA-1629,P-46461,M-2022-53
PA-1630,P-22160,M-2022-53
PA-1631,P-46913,M-2022-53
PA-1632,P-58907,M-2022-53
PA-1633,P-53282,M-2022-53
PA-1634,P-66906,M-2022-53
PA-1635,P-86909,M-2022-53
PA-1636,P-62952,M-2022-53
PA-1637,P-30206,M-2022-53
PA-1638,P-05559,M-2022-53
PA-1639,P-22633,M-2022-53
PA-1640,P-75751,M-2022-53
PA-1641,P-26303,M-2022-53
PA-1642,P-56398,M-2022-53
PA-1643,P-82447,M-2022-53
PA-1644,P-77382,M-2022-53
PA-1645,P-68429,M-2022-53
PA-1646,P-89321,M-2022-53
PA-1647,P-21531,M-2022-54
PA-1648,P-09441,M-2022-54
PA-1649,P-14060,M-2022-54
PA-1650,P-02305,M-2022-54
PA-1651,P-40137,M-2022-54
PA-1652,P-92812,M-2022-54
PA-1653,P-76060,M-2022-54
PA-1654,P-70483,M-2022-54
PA-1655,P-55590,M-2022-54
PA-1656,P-87008,M-2022-54
PA-1657,P-05164,M-2022-54
PA-1658,P-83169,M-2022-54
PA-1659,P-68016,M-2022-54
PA-1660,P-06446,M-2022-54
PA-1661,P-32798,M-2022-54
PA-1662,P-66020,M-2022-54
PA-1663,P-87169,M-2022-54
PA-1664,P-91889,M-2022-54
PA-1665,P-58692,M-2022-54
PA-1666,P-67516,M-2022-54
PA-1667,P-82889,M-2022-54
PA-1668,P-61172,M-2022-54
PA-1669,P-64292,M-2022-54
PA-1670,P-87514,M-2022-54
PA-1671,P-42523,M-2022-54
PA-1672,P-07259,M-2022-54
PA-1673,P-93920,M-2022-54
PA-1674,P-14360,M-2022-54
PA-1675,P-07233,M-2022-54
PA-1676,P-32599,M-2022-54
PA-1677,P-77335,M-2022-54
PA-1678,P-92710,M-2022-54
PA-1679,P-47490,M-2022-55
PA-1680,P-23330,M-2022-55
PA-1681,P-71023,M-2022-55
PA-1682,P-91543,M-2022-55
PA-1683,P-00597,M-2022-55
PA-1684,P-59033,M-2022-55
PA-1685,P-50688,M-2022-55
PA-1686,P-05216,M-2022-55
PA-1687,P-14026,M-2022-55
PA-1688,P-42517,M-2022-55
PA-1689,P-21052,M-2022-55
PA-1690,P-45288,M-2022-55
PA-1691,P-09614,M-2022-55
PA-1692,P-40619,M-2022-55
PA-1693,P-05265,M-2022-55
PA-1694,P-26068,M-2022-55
PA-1695,P-70715,M-2022-55
PA-1696,P-01416,M-2022-55
PA-1697,P-09400,M-2022-55
PA-1698,P-49008,M-2022-55
PA-1699,P-28010,M-2022-55
PA-1700,P-33854,M-2022-55
PA-1701,P-88433,M-2022-55
PA-1702,P-99025,M-2022-55
PA-1703,P-86871,M-2022-55
PA-1704,P-29274,M-2022-55
PA-1705,P-40007,M-2022-55
PA-1706,P-24897,M-2022-55
PA-1707,P-62341,M-2022-55
PA-1708,P-81427,M-2022-55
PA-1709,P-94271,M-2022-55
PA-1710,P-30405,M-2022-55
PA-1711,P-31301,M-2022-55
PA-1712,P-68218,M-2022-55
PA-1713,P-44689,M-2022-56
PA-1714,P-54827,M-2022-56
PA-1715,P-41603,M-2022-56
PA-1716,P-10712,M-2022-56
PA-1717,P-39584,M-2022-56
PA-1718,P-17931,M-2022-56
PA-1719,P-67578,M-2022-56
PA-1720,P-05304,M-2022-56
PA-1721,P-27349,M-2022-56
PA-1722,P-22983,M-2022-56
PA-1723,P-78787,M-2022-56
PA-1724,P-81972,M-2022-56
PA-1725,P-41647,M-2022-56
PA-1726,P-70442,M-2022-56
PA-1727,P-34205,M-2022-56
PA-1728,P-89266,M-2022-56
PA-1729,P-23925,M-2022-56
PA-1730,P-56868,M-2022-56
PA-1731,P-19075,M-2022-56
PA-1732,P-29932,M-2022-56
PA-1733,P-68060,M-2022-56
PA-1734,P-17496,M-2022-56
PA-1735,P-85577,M-2022-56
PA-1736,P-43367,M-2022-56
PA-1737,P-25131,M-2022-56
PA-1738,P-07180,M-2022-56
PA-1739,P-39460,M-2022-56
PA-1740,P-63312,M-2022-56
PA-1741,P-11878,M-2022-56
PA-1742,P-85823,M-2022-56
PA-1743,P-77224,M-2022-56
PA-1744,P-83560,M-2022-56
PA-1745,P-21531,M-2022-57
PA-1746,P-37860,M-2022-57
PA-1747,P-02305,M-2022-57
PA-1748,P-40137,M-2022-57
PA-1749,P-74941,M-2022-57
PA-1750,P-92812,M-2022-57
PA-1751,P-76060,M-2022-57
PA-1752,P-55590,M-2022-57
PA-1753,P-87008,M-2022-57
PA-1754,P-05164,M-2022-57
PA-1755,P-15197,M-2022-57
PA-1756,P-83169,M-2022-57
PA-1757,P-68016,M-2022-57
PA-1758,P-06446,M-2022-57
PA-1759,P-97698,M-2022-57
PA-1760,P-32798,M-2022-57
PA-1761,P-79215,M-2022-57
PA-1762,P-99461,M-2022-57
PA-1763,P-58420,M-2022-57
PA-1764,P-16484,M-2022-57
PA-1765,P-07670,M-2022-57
PA-1766,P-65182,M-2022-57
PA-1767,P-99988,M-2022-57
PA-1768,P-56297,M-2022-57
PA-1769,P-64353,M-2022-57
PA-1770,P-29491,M-2022-57
PA-1771,P-26942,M-2022-57
PA-1772,P-89948,M-2022-57
PA-1773,P-93884,M-2022-57
PA-1774,P-46461,M-2022-57
PA-1775,P-84190,M-2022-57
PA-1776,P-22160,M-2022-57
PA-1777,P-73712,M-2022-58
PA-1778,P-37314,M-2022-58
PA-1779,P-42113,M-2022-58
PA-1780,P-10739,M-2022-58
PA-1781,P-71343,M-2022-58
PA-1782,P-13162,M-2022-58
PA-1783,P-81505,M-2022-58
PA-1784,P-23070,M-2022-58
PA-1785,P-14758,M-2022-58
PA-1786,P-84430,M-2022-58
PA-1787,P-91431,M-2022-58
PA-1788,P-49114,M-2022-58
PA-1789,P-27582,M-2022-58
PA-1790,P-29298,M-2022-58
PA-1791,P-79650,M-2022-58
PA-1792,P-35173,M-2022-58
PA-1793,P-19776,M-2022-58
PA-1794,P-64438,M-2022-58
PA-1795,P-10326,M-2022-58
PA-1796,P-44799,M-2022-58
PA-1797,P-39861,M-2022-58
PA-1798,P-27540,M-2022-58
PA-1799,P-97615,M-2022-58
PA-1800,P-28911,M-2022-58
PA-1801,P-35705,M-2022-58
PA-1802,P-57903,M-2022-58
PA-1803,P-82000,M-2022-58
PA-1804,P-74111,M-2022-58
PA-1805,P-95036,M-2022-58
PA-1806,P-17688,M-2022-58
PA-1807,P-64551,M-2022-58
PA-1808,P-55965,M-2022-58
PA-1809,P-56029,M-2022-58
PA-1810,P-48295,M-2022-59
PA-1811,P-23330,M-2022-59
PA-1812,P-71023,M-2022-59
PA-1813,P-91543,M-2022-59
PA-1814,P-00597,M-2022-59
PA-1815,P-59033,M-2022-59
PA-1816,P-50688,M-2022-59
PA-1817,P-05216,M-2022-59
PA-1818,P-52013,M-2022-59
PA-1819,P-14026,M-2022-59
PA-1820,P-42517,M-2022-59
PA-1821,P-45288,M-2022-59
PA-1822,P-86644,M-2022-59
PA-1823,P-40619,M-2022-59
PA-1824,P-26068,M-2022-59
PA-1825,P-70715,M-2022-59
PA-1826,P-16736,M-2022-59
PA-1827,P-54827,M-2022-59
PA-1828,P-41603,M-2022-59
PA-1829,P-10712,M-2022-59
PA-1830,P-39584,M-2022-59
PA-1831,P-17931,M-2022-59
PA-1832,P-67578,M-2022-59
PA-1833,P-05304,M-2022-59
PA-1834,P-27349,M-2022-59
PA-1835,P-22983,M-2022-59
PA-1836,P-78787,M-2022-59
PA-1837,P-81972,M-2022-59
PA-1838,P-41647,M-2022-59
PA-1839,P-70442,M-2022-59
PA-1840,P-34205,M-2022-59
PA-1841,P-89266,M-2022-59
PA-1842,P-15674,M-2022-60
PA-1843,P-10501,M-2022-60
PA-1844,P-21153,M-2022-60
PA-1845,P-08169,M-2022-60
PA-1846,P-58924,M-2022-60
PA-1847,P-02465,M-2022-60
PA-1848,P-90012,M-2022-60
PA-1849,P-70618,M-2022-60
PA-1850,P-59837,M-2022-60
PA-1851,P-84787,M-2022-60
PA-1852,P-76842,M-2022-60
PA-1853,P-36400,M-2022-60
PA-1854,P-21553,M-2022-60
PA-1855,P-92628,M-2022-60
PA-1856,P-74071,M-2022-60
PA-1857,P-06614,M-2022-60
PA-1858,P-97778,M-2022-60
PA-1859,P-89750,M-2022-60
PA-1860,P-90908,M-2022-60
PA-1861,P-09867,M-2022-60
PA-1862,P-78484,M-2022-60
PA-1863,P-30711,M-2022-60
PA-1864,P-64077,M-2022-60
PA-1865,P-57401,M-2022-60
PA-1866,P-54517,M-2022-60
PA-1867,P-03945,M-2022-60
PA-1868,P-42326,M-2022-60
PA-1869,P-92353,M-2022-61
PA-1870,P-37314,M-2022-61
PA-1871,P-28151,M-2022-61
PA-1872,P-10739,M-2022-61
PA-1873,P-00652,M-2022-61
PA-1874,P-71343,M-2022-61
PA-1875,P-13162,M-2022-61
PA-1876,P-23070,M-2022-61
PA-1877,P-14758,M-2022-61
PA-1878,P-84430,M-2022-61
PA-1879,P-49114,M-2022-61
PA-1880,P-40147,M-2022-61
PA-1881,P-27582,M-2022-61
PA-1882,P-79650,M-2022-61
PA-1883,P-35173,M-2022-61
PA-1884,P-19776,M-2022-61
PA-1885,P-79215,M-2022-61
PA-1886,P-58420,M-2022-61
PA-1887,P-16484,M-2022-61
PA-1888,P-07670,M-2022-61
PA-1889,P-65182,M-2022-61
PA-1890,P-31643,M-2022-61
PA-1891,P-99988,M-2022-61
PA-1892,P-56297,M-2022-61
PA-1893,P-64353,M-2022-61
PA-1894,P-29491,M-2022-61
PA-1895,P-26942,M-2022-61
PA-1896,P-89948,M-2022-61
PA-1897,P-93884,M-2022-61
PA-1898,P-46461,M-2022-61
PA-1899,P-84190,M-2022-61
PA-1900,P-22160,M-2022-61
PA-1901,P-97778,M-2022-62
PA-1902,P-23304,M-2022-62
PA-1903,P-89750,M-2022-62
PA-1904,P-90908,M-2022-62
PA-1905,P-09867,M-2022-62
PA-1906,P-92987,M-2022-62
PA-1907,P-86920,M-2022-62
PA-1908,P-78484,M-2022-62
PA-1909,P-30711,M-2022-62
PA-1910,P-64077,M-2022-62
PA-1911,P-54517,M-2022-62
PA-1912,P-13613,M-2022-62
PA-1913,P-42326,M-2022-62
PA-1914,P-48295,M-2022-62
PA-1915,P-23330,M-2022-62
PA-1916,P-71023,M-2022-62
PA-1917,P-91543,M-2022-62
PA-1918,P-59033,M-2022-62
PA-1919,P-50688,M-2022-62
PA-1920,P-52013,M-2022-62
PA-1921,P-14026,M-2022-62
PA-1922,P-42517,M-2022-62
PA-1923,P-21052,M-2022-62
PA-1924,P-45288,M-2022-62
PA-1925,P-90423,M-2022-62
PA-1926,P-09614,M-2022-62
PA-1927,P-40619,M-2022-62
PA-1928,P-26068,M-2022-62
PA-1929,P-70715,M-2022-62
PA-1930,P-58420,M-2022-63
PA-1931,P-86466,M-2022-63
PA-1932,P-07670,M-2022-63
PA-1933,P-65182,M-2022-63
PA-1934,P-31643,M-2022-63
PA-1935,P-99988,M-2022-63
PA-1936,P-64353,M-2022-63
PA-1937,P-29491,M-2022-63
PA-1938,P-26942,M-2022-63
PA-1939,P-89948,M-2022-63
PA-1940,P-93884,M-2022-63
PA-1941,P-46461,M-2022-63
PA-1942,P-91350,M-2022-63
PA-1943,P-22160,M-2022-63
PA-1944,P-57417,M-2022-63
PA-1945,P-23330,M-2022-63
PA-1946,P-71023,M-2022-63
PA-1947,P-91543,M-2022-63
PA-1948,P-00597,M-2022-63
PA-1949,P-59033,M-2022-63
PA-1950,P-50688,M-2022-63
PA-1951,P-87409,M-2022-63
PA-1952,P-52013,M-2022-63
PA-1953,P-80656,M-2022-63
PA-1954,P-14026,M-2022-63
PA-1955,P-42517,M-2022-63
PA-1956,P-45288,M-2022-63
PA-1957,P-40619,M-2022-63
PA-1958,P-05265,M-2022-63
PA-1959,P-94093,M-2022-63
PA-1960,P-70715,M-2022-63
PA-1961,P-73712,M-2022-64
PA-1962,P-37314,M-2022-64
PA-1963,P-42113,M-2022-64
PA-1964,P-28151,M-2022-64
PA-1965,P-10739,M-2022-64
PA-1966,P-71343,M-2022-64
PA-1967,P-13162,M-2022-64
PA-1968,P-81505,M-2022-64
PA-1969,P-14758,M-2022-64
PA-1970,P-84430,M-2022-64
PA-1971,P-91431,M-2022-64
PA-1972,P-49114,M-2022-64
PA-1973,P-27582,M-2022-64
PA-1974,P-29298,M-2022-64
PA-1975,P-79650,M-2022-64
PA-1976,P-35173,M-2022-64
PA-1977,P-19776,M-2022-64
PA-1978,P-80996,M-2022-64
PA-1979,P-06614,M-2022-64
PA-1980,P-97778,M-2022-64
PA-1981,P-91324,M-2022-64
PA-1982,P-23304,M-2022-64
PA-1983,P-89750,M-2022-64
PA-1984,P-90908,M-2022-64
PA-1985,P-09867,M-2022-64
PA-1986,P-92987,M-2022-64
PA-1987,P-86920,M-2022-64
PA-1988,P-78484,M-2022-64
PA-1989,P-30711,M-2022-64
PA-1990,P-64077,M-2022-64
PA-1991,P-57401,M-2022-64
PA-1992,P-54517,M-2022-64
PA-1993,P-13613,M-2022-64
PA-1994,P-03945,M-2022-64
PA-1995,P-42326,M-2022-64
